
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		1,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		1,		-1	// Sellvalue -1 means it can not be selled
		MSFCUSMCSurpatPants,	*,		100,		65
		MSFCCSATHelmet,	*,		100,		65
		MSFCCSATVest,	*,		100,		65
		MSFC_Beret_Red,	*,		100,		65
		MSFC_Beret_Green,	*,		100,		65
		MSFC_Beret_Black,	*,		100,		65
		MSFC_Beret_Blue,	*,		100,		65
		MSFC_Beret_Orange,	*,		100,		65
		MSFCGasMaskGP5Black,	*,		100,		65
		MSFCGasMaskGP5Green,	*,		100,		65
		MSFCGasMaskGP5Tan,	*,		100,		65
		MSFCSmershVestBlack,	*,		100,		65
		MSFCSmershVestGreen,	*,		100,		65
		MSFCSmershVestTan,	*,		100,		65
		MSFCSmershBagBlack,	*,		100,		65
		MSFCSmershBagGreen,	*,		100,		65
		MSFCSmershBagTan,	*,		100,		65
		MSFCTShirtPahom,	*,		100,		65
		MSFCJacketMercer,	*,		100,		65
		MSFCTShirtDayZ,	*,		100,		65
		MSFCTShirtGreen,	*,		100,		65
		MSFCBalaclava3HolesDemonSkull,	*,		100,		65
		MSFCBalaclavaBlackSkullGhosts,	*,		100,		65
		MSFCBalaclavaBlackDemonSkull,	*,		100,		65
		MSFCBalaclavaBlackSugarSkull,	*,		100,		65
		MSFCBalaclavaBlackDevilRed,	*,		100,		65
		MSFCBalaclavaBlackDevilRog,	*,		100,		65
		MSFCTShirtGreenElephant,	*,		100,		65
		MSFCRussianMilitaryPlateVest,	*,		100,		65
		MSFCRussianMilitaryJacketTwo,	*,		100,		65
		MSFCRussianMilitaryCargoPants,	*,		100,		65
		MSFCRussianMilitaryCap,	*,		100,		65
		MSFCOFPResistancePants,	*,		100,		65
		MSFCRBGPants,	*,		100,		65
		MSFCOFPResistancePants,	*,		100,		65
		MSFCRBGJacket,	*,		100,		65
		MSFCOFPResistanceJacket,	*,		100,		65
		MSFCRBGVest,	*,		100,		65
		MSFCOFPResistanceVest,	*,		100,		65
		MSFCUSMCWhitePants,	*,		100,		65
		MSFCUSMCJacketWhite,	*,		100,		65
		MSFCGorkaPantsBrown,	*,		100,		65
		MSFCGorkaJacketBrown,	*,		100,		65
		MSFCRussianMilitaryPlatePouches,	*,		100,		65
		MSFCRussianMilitaryPlateHolster,	*,		100,		65
		MSFCBlackCamoPants,	*,		100,		65
		MSFCBlackCamoJacket,	*,		100,		65
		MSFCBlackCamoBag,	*,		100,		65
		MSFCBlackCamoHelmet,	*,		100,		65
		MSFCBlackCamoGloves,	*,		100,		65
		MSFCBlackCamoBoots,	*,		100,		65
		MSFCBlackCamoVest,	*,		100,		65
		MSFCBlackCamoPlateHolster,	*,		100,		65
		MSFCBlackCamoPlatePouches,	*,		100,		65
		MSFCMountainBagBlack,	*,		100,		65
		MSFCTStarsTShirt,	*,		100,		65
		MSFCTUmbrellaJacket,	*,		100,		65
		MSFCTStarsPants,	*,		100,		65
		MSFCUmbrellaPants,	*,		100,		65
		MSFCUmbrellaHelmet,	*,		100,		65
		MSFCUmbrellaVest,	*,		100,		65
		MSFCStarsVest,	*,		100,		65
		MSFCFlecktarnJacket,	*,		100,		65
		MSFCFlecktarnPants,	*,		100,		65
		MSFCFlecktarnHelmet,	*,		100,		65
		MSFCFlecktarnBoots,	*,		100,		65
		MSFCFlecktarnGloves,	*,		100,		65
		MSFCFlecktarnBag,	*,		100,		65
		MSFCFlecktarnCap,	*,		100,		65
		MSFCFlecktarnPlateHolster,	*,		100,		65
		MSFCFlecktarnPlatePouches,	*,		100,		65
		MSFCFlecktarnPlateVest,	*,		100,		65
		MSFCBalaclavaBlackSkullAllien,	*,		100,		65
		MSFCBalaclavaBlackSkullUSA,	*,		100,		65
		MSFCBalaclavaBlackBear,	*,		100,		65
		MSFCBalaclavaBlackTiger,	*,		100,		65
		MSFCBalaclavaBlackFireSkull,	*,		100,		65
		MSFCBalaclavaBlack		MSFC,	*,		100,		65
		MSFCBalaclavaBlackSpider,	*,		100,		65
		MSFCBalaclavaBlackDemonHell,	*,		100,		65
		MSFCBalaclavaBlackChastener,	*,		100,		65
		MSFCBalaclavaBlackSamurai,	*,		100,		65
		MSFCBalaclavaBlackSkullPaint,	*,		100,		65
		MSFCBalaclavaBlackSpiderVenomCarnage,	*,		100,		65
		MSFCBalaclavaBlackBloodyMouth,	*,		100,		65
		MSFCRussianMilitaryTortila,	*,		100,		65
		MSFCBalaclavaBlackPrizrak,	*,		100,		65
		MSFCDigitalNavyTortila,	*,		100,		65
		MSFCDigitalNavyPants,	*,		100,		65
		MSFCDigitalNavyJacket,	*,		100,		65
		MSFCDigitalNavyGorkaHelmet,	*,		100,		65
		MSFCDigitalNavyVest,	*,		100,		65
		MSFCDigitalNavyHelmet,	*,		100,		65
		MSFCDigitalNavyGloves,	*,		100,		65
		MSFCDigitalNavyMask,	*,		100,		65
		MSFCDigitalNavyBoots,	*,		100,		65
		MSFCMich2000HelmetSKULL,	*,		100,		65
		MSFCBlackTekStoVest,	*,		100,		65
		MSFCBlackTekStoJacket,	*,		100,		65
		MSFCBlackTekStoPants,	*,		100,		65
		MSFCBlackTekStoCap,	*,		100,		65
		MSFCBlackTekStoBoots,	*,		100,		65
		MSFCBlackTekStoPlateHolster,	*,		100,		65
		MSFCBlackTekStoPlatePouches,	*,		100,		65
		MSFCBlackTekStoPlateVest,	*,		100,		65
		MSFCBlackTekStoGloves,	*,		100,		65
		MSFCDigitalNavyPlateVest,	*,		100,		65
		MSFCDigitalNavyPlatePouches,	*,		100,		65
		MSFCDigitalNavyPlateHolster,	*,		100,		65
		MSFCBlackTekStoBag,	*,		100,		65
		MSFCUmbrellaPlateVest,	*,		100,		65
		MSFCUmbrellaHolster,	*,		100,		65
		MSFCUmbrellaPouches,	*,		100,		65
		MSFCRussianMilitaryGloves,	*,		100,		65
		MSFCRussianMilitaryGorkaPants,	*,		100,		65
		MSFCRussianMilitaryGorkaJacket,	*,		100,		65
		MSFCRussianMilitaryGorkaJacketFlag,	*,		100,		65
		MSFCRussianMilitaryAssaultBag,	*,		100,		65
		MSFC_Beret_NavyBlue,	*,		100,		65
		MSFCSmershVestGray,	*,		100,		65
		MSFCSmershBagGray,	*,		100,		65
		MSFCRMRPants,	*,		100,		65
		MSFCRMRPCU5Jacket,	*,		100,		65
		MSFCRMRJacket,	*,		100,		65
		MSFCRMRMask,	*,		100,		65
		MSFCRMRHelmet,	*,		100,		65
		MSFCRMRPlateVest,	*,		100,		65
		MSFCRMRCoyoteBag,	*,		100,		65
		MSFCRMRPlateHolster,	*,		100,		65
		MSFCRMRPlatePouches,	*,		100,		65
		MSFCRMRSmershVest,	*,		100,		65
		MSFCACUPants,	*,		100,		65
		MSFCACUPCU5Jacket,	*,		100,		65
		MSFCACUJacket,	*,		100,		65
		MSFCACUMask,	*,		100,		65
		MSFCACUGloves,	*,		100,		65
		MSFCACUHelmet,	*,		100,		65
		MSFCACUPlateVest,	*,		100,		65
		MSFCACUCoyoteBag,	*,		100,		65
		MSFCACUPlateHolster,	*,		100,		65
		MSFCACUPlatePouches,	*,		100,		65
		MSFCGasMaskGreen,	*,		100,		65
		MSFCGasMaskBlack,	*,		100,		65
		MSFCGasMaskGray,	*,		100,		65
		MSFCGasMaskWhite,	*,		100,		65
		MSFCOpsCoreGray,	*,		100,		65
		MSFCOpsCoreTan,	*,		100,		65
		MSFCOpsCoreBlack,	*,		100,		65
		MSFCOpsCoreEMR,	*,		100,		65
		MSFCOpsCoreFlecktarn,	*,		100,		65
		MSFCIIIM6800GasMaskBlack,	*,		100,		65
		MSFCIIIM6800GasMaskBlue,	*,		100,		65
		MSFCIIIM6800GasMaskGreen,	*,		100,		65
		MSFCIIIM6800GasMaskYellow,	*,		100,		65
		MSFCGasMaskM50Black,	*,		100,		65
		MSFCGasMaskM50Green,	*,		100,		65
		MSFCGasMaskM50Tan,	*,		100,		65
		MSFCGasMaskM50White,	*,		100,		65
		MSFCGasMaskM04Black,	*,		100,		65
		MSFCGasMaskM04Green,	*,		100,		65
		MSFCGasMaskM04Tan,	*,		100,		65
		MSFCGasMaskM04White,	*,		100,		65
		MSFCDigitalNavyJacketNoPatch,	*,		100,		65
		MSFCFlecktarnJacketNoPatch,	*,		100,		65
		MSFCRMRPCU5JacketNoPatch,	*,		100,		65
		MSFCACUPCU5JacketNoPatch,	*,		100,		65
		MSFCCadpatPants,	*,		100,		65
		MSFCCadpatJacket,	*,		100,		65
		MSFCCadpatJacketNoPatch,	*,		100,		65
		MSFCCadpatJacketM65,	*,		100,		65
		MSFCCadpatHelmet,	*,		100,		65
		MSFCCadpatVest,	*,		100,		65
		MSFCCadpatPlateHolster,	*,		100,		65
		MSFCCadpatPlatePouches,	*,		100,		65
		MSFCRMRSmershBag,	*,		100,		65
		MSFCOpsCoreRMR,	*,		100,		65
		MSFCOpsCoreACU,	*,		100,		65
		MSFCOpsCoreRMRAutumn,	*,		100,		65
		MSFCRMRAutumnPants,	*,		100,		65
		MSFCRMRAutumnPCU5Jacket,	*,		100,		65
		MSFCRMRAutumnPCU5JacketNoPatch,	*,		100,		65
		MSFCRMRAutumnJacket,	*,		100,		65
		MSFCRMRAutumnMask,	*,		100,		65
		MSFCRMRAutumnPlateVest,	*,		100,		65
		MSFCRMRAutumnCoyoteBag,	*,		100,		65
		MSFCRMRAutumnPlateHolster,	*,		100,		65
		MSFCRMRAutumnPlatePouches,	*,		100,		65
		MSFCRussianMilitaryMountain,	*,		100,		65
		MSFCFlecktarnTortila,	*,		100,		65
		MSFCRussianMilitaryPCU5Jacket,	*,		100,		65
		MSFCRussianMilitaryPCU5JacketNoPatch,	*,		100,		65
		MSFCRussianMilitaryBoots,	*,		100,		65
		MSFCOpsCoreKryptekNeptune,	*,		100,		65
        MSFCOpsCoreKryptekMandrake,	*,		100,		65
        MSFCOpsCoreKryptekBanshee,	*,		100,		65
        MSFCOpsCoreKryptekTyphon,	*,		100,		65
        MSFCKryptekBansheePants,	*,		100,		65
        MSFCKryptekBansheePCU5Jacket,	*,		100,		65
        MSFCKryptekBansheePlateVest,	*,		100,		65
        MSFCKryptekBansheeCoyoteBag,	*,		100,		65
        MSFCKryptekBansheePlateHolster,	*,		100,		65
        MSFCKryptekBansheePlatePouches,	*,		100,		65
        MSFCKryptekTyphonPants,	*,		100,		65
        MSFCKryptekTyphonPCU5Jacket,	*,		100,		65
        MSFCKryptekTyphonPlateVest,	*,		100,		65
        MSFCKryptekTyphonCoyoteBag,	*,		100,		65
        MSFCKryptekTyphonPlateHolster,	*,		100,		65
        MSFCKryptekTyphonPlatePouches,	*,		100,		65
        MSFCKryptekMandrakePants,	*,		100,		65
        MSFCKryptekMandrakePCU5Jacket,	*,		100,		65
        MSFCKryptekMandrakePlateVest,	*,		100,		65
        MSFCKryptekMandrakeCoyoteBag,	*,		100,		65
        MSFCKryptekMandrakePlateHolster,	*,		100,		65
        MSFCKryptekMandrakePlatePouches,	*,		100,		65
        MSFCKryptekNeptunePants,	*,		100,		65
        MSFCKryptekNeptunePCU5Jacket,	*,		100,		65
        MSFCKryptekNeptunePlateVest,	*,		100,		65
        MSFCKryptekNeptuneCoyoteBag,	*,		100,		65
        MSFCKryptekNeptunePlateHolster,	*,		100,		65
        MSFCKryptekNeptunePlatePouches,	*,		100,		65
        MSFCOpsCoreKryptekWraith,	*,		100,		65
        MSFCOpsCoreKryptekRaid,	*,		100,		65
        MSFCKryptekRaidPants,	*,		100,		65
        MSFCKryptekRaidPCU5Jacket,	*,		100,		65
        MSFCKryptekRaidPlateVest,	*,		100,		65
        MSFCKryptekRaidCoyoteBag,	*,		100,		65
        MSFCKryptekRaidPlateHolster,	*,		100,		65
        MSFCKryptekRaidPlatePouches,	*,		100,		65
        MSFCKryptekWraithPants,	*,		100,		65
        MSFCKryptekWraithPCU5Jacket,	*,		100,		65
        MSFCKryptekWraithPlateVest,	*,		100,		65
        MSFCKryptekWraithCoyoteBag,	*,		100,		65
        MSFCKryptekWraithPlateHolster,	*,		100,		65
        MSFCKryptekWraithPlatePouches,	*,		100,		65
        MSFCOpsCoreDigitalNavy,	*,		100,		65
        MSFCOpsCoreOlive,	*,		100,		65
        MSFCTacticalBeardBlack,	*,		100,		65
        MSFCTacticalBeardGray,	*,		100,		65
        MSFCTacticalBeardBlonde,	*,		100,		65
        MSFCTacticalBeardBrown,	*,		100,		65
        MSFCTacticalBeardRed,	*,		100,		65
        MSFC_Beret_Burgundy,	*,		100,		65
		MSFCGorkaJacketDesert,	*,		100,		65
        MSFCGorkaPantsDesert,	*,		100,		65
		MSFCGorkaJacketGreen,	*,		100,		65
        MSFCGorkaPantsGreen,	*,		100,		65
        MSFCGorkaJacketNavy,	*,		100,		65
        MSFCGorkaPantsNavy,	*,		100,		65
		MSFCTShirtDayZCherno,	*,		100,		65
		MSFCOpsCoreNVG,	*,		1000,		500
		MSFCOpsCoreHeadPhones,	*,		100,		65
		MSFCOpsCoreEarProtectors,	*,		100,		65
		MSFCIIIM6800GasMaskFilter,	*,		50,		25
		MSFCProjectHonorPants,	*,		100,		65
		MSFCProjectHonorMich2001,	*,		100,		65
		MSFCProjectHonorPCU5Jacket,	*,		100,		65
		MSFCProjectHonorPlateVest,	*,		100,		65
		MSFCProjectHonorCoyoteBag,	*,		100,		65
		MSFCProjectHonorPlateHolster,	*,		100,		65
		MSFCProjectHonorPlatePouches,	*,		100,		65
		MSFCAOR2Pants,	*,		100,		65
		MSFCAOR2Mich2001,	*,		100,		65
		MSFCAOR2PCU5Jacket,	*,		100,		65
		MSFCAOR2PlateVest,	*,		100,		65
		MSFCAOR2CoyoteBag,	*,		100,		65
		MSFCAOR2PlateHolster,	*,		100,		65
		MSFCAOR2PlatePouches,	*,		100,		65
		MSFCLowaZephyrBootsBeige,	*,		100,		65
		MSFCLowaZephyrBootsBlack,	*,		100,		65
		MSFCLowaZephyrBootsGreen,	*,		100,		65
		MSFCLowaZephyrBootsGray,	*,		100,		65
		MSFC_TacticalGoggles_Green,	*,		100,		65
		MSFC_TacticalGoggles_Desert,	*,		100,		65
		MSFC_TacticalGoggles_Gray,	*,		100,		65
		MSFC_TacticalGoggles_White,	*,		100,		65
		MSFC_FaceMack_Black,	*,		100,		65
		MSFC_FaceMack_Green,	*,		100,		65
		MSFC_FaceMack_Desert,	*,		100,		65
		MSFC_FaceMack_Gray,	*,		100,		65
		MSFC_TacticalBelt_ACU,	*,		100,		65
		MSFCOpsCoreCADPAT,	*,		100,		65
		MSFCOpsCoreAOR1,	*,		100,		65
		MSFCOpsCoreProjectHonor,	*,		100,		65
		MSFC_TacticalBelt_EMR,	*,		100,		65
		MSFC_TacticalBelt_Flecktarn,	*,		100,		65
		MSFC_TacticalBeltMedium_EMR,	*,		100,		65
		MSFC_TacticalBeltMedium_Flecktarn,	*,		100,		65
		MSFC_TacticalBeltMedium_ACU,	*,		100,		65
		MSFC_TacticalBeltMedium_Black,	*,		100,		65
		MSFC_TacticalBeltMedium_Green,	*,		100,		65
		MSFC_TacticalBeltMedium_Desert,	*,		100,		65
		MSFC_TacticalBeltSmall_EMR,	*,		100,		65
		MSFC_TacticalBeltSmall_Flecktarn,	*,		100,		65
		MSFC_TacticalBeltSmall_ACU,	*,		100,		65
		MSFC_TacticalBeltSmall_Black,	*,		100,		65
		MSFC_TacticalBeltSmall_Green,	*,		100,		65
		MSFC_TacticalBeltSmall_Desert,	*,		100,		65
		MSFCIIIM6800GasMaskGray,	*,		100,		65
        MSFCIIIM6800GasMaskWhite,	*,		100,		65
        MSFCIIIM6800GasMaskDesert,	*,		100,		65
        MSFC_TacticalBeltLite_EMR,	*,		100,		65
        MSFC_TacticalBeltLite_Flecktarn,	*,		100,		65
        MSFC_TacticalBeltLite_ACU,	*,		100,		65
        MSFC_TacticalBeltLite_Black,	*,		100,		65
        MSFC_TacticalBeltLite_Green,	*,		100,		65
        MSFC_TacticalBeltLite_Desert,	*,		100,		65
        MSFCAltyn_Green,	*,		100,		65
        MSFCAltyn_Black,	*,		100,		65
        MSFCAltyn_Desert,	*,		100,		65
        MSFCAltyn_Gray,	*,		100,		65
        MSFCAltyn_White,	*,		100,		65
        MSFCAltynVisor_Green,	*,		100,		65
        MSFCAltynVisor_Black,	*,		100,		65
        MSFCAltynVisor_Desert,	*,		100,		65
        MSFCAltynVisor_Gray,	*,		100,		65
        MSFCAltynVisor_White,	*,		100,		65
        MSFCBackpackPegasusGreen,	*,		100,		65
        MSFCBackpackPegasusDesert,	*,		100,		65
        MSFCBackpackPegasusBlack,	*,		100,		65
        MSFCBackpackCargoGreen,	*,		100,		65
        MSFCBackpackCargoDesert,	*,		100,		65
        MSFCBackpackCargoBlack,	*,		100,		65
        MSFCPouchCargoGreen,	*,		100,		65
        MSFCPouchCargoDesert,	*,		100,		65
        MSFCPouchCargoBlack,	*,		100,		65
        MSFCPouchIFAKGreen,	*,		100,		65
        MSFCPouchIFAKDesert,	*,		100,		65
        MSFCPouchIFAKBlack,	*,		100,		65
        MSFC_BIG_BACKPACK_Green,	*,		100,		65
        MSFC_BIG_BACKPACK_Black,	*,		100,		65
        MSFC_BIG_BACKPACK_Desert,	*,		100,		65
        MSFC_HelmetPatch_MSFC,	*,		100,		65
        MSFC_HelmetPatch_RU,	*,		100,		65
        MSFC_HelmetPatch_BY,	*,		100,		65
        MSFC_HelmetPatch_UA,	*,		100,		65
        MSFC_HelmetPatch_DE,	*,		100,		65
        MSFC_HelmetPatch_US,	*,		100,		65
        MSFC_SMALL_BACKPACK_Green,	*,		100,		65
        MSFC_SMALL_BACKPACK_Black,	*,		100,		65
        MSFC_SMALL_BACKPACK_Desert,	*,		100,		65
        MSFC_GPNVG18_Desert,	*,		100,		65
        MSFC_GPNVG18_Black,	*,		100,		65
        MSFC_GPNVG18_Green,	*,		100,		65
        MSFC_CombatHelmet_Green,	*,		100,		65
        MSFC_CombatHelmet_Black,	*,		100,		65
        MSFC_CombatHelmet_Desert,	*,		100,		65
        MSFC_CombatHeadphones_Green,	*,		100,		65
        MSFC_CombatHeadphones_Black,	*,		100,		65
        MSFC_CombatHeadphones_Desert,	*,		100,		65
        MSFC_AdvancedCombatHelmet_BDU,	*,		100,		65
        MSFC_AdvancedCombatHelmet_MarpatWD,	*,		100,		65
        MSFC_AdvancedCombatHelmet_MarpatDE,	*,		100,		65
        MSFCSmershVestEMR,	*,		100,		65
        MSFCSmershBagEMR,	*,		100,		65	
		MSFC_TacGopJacket_EMR,	*,		100,		65	
		MSFC_TacGopPants_EMR,	*,		100,		65	
		MSFC_TacGopJacket_ATACSFG,	*,		100,		65	
		MSFC_TacGopPants_ATACSFG,	*,		100,		65	
		MSFC_TacGopJacket_Multicam,	*,		100,		65	
		MSFC_TacGopPants_Multicam,	*,		100,		65
		MSFC_G3Pants_Black,	*,		100,		65
		MSFC_G3Pants_Green,	*,		100,		65
		MSFC_G3Pants_Desert,	*,		100,		65
		MSFC_KneePads_Black,	*,		100,		65
		MSFC_KneePads_Green,	*,		100,		65
		MSFC_KneePads_Desert,	*,		100,		65
		MSFC_KneePads_White,	*,		100,		65
		MSFC_HelmetPatch_Afghanistan,	*,		100,		65
		MSFC_HelmetPatch_Australia,	*,		100,		65
		MSFC_HelmetPatch_Austria,	*,		100,		65
		MSFC_HelmetPatch_Belgium,	*,		100,		65
		MSFC_HelmetPatch_Canada,	*,		100,		65
		MSFC_HelmetPatch_Croatia,	*,		100,		65
		MSFC_HelmetPatch_Czech,	*,		100,		65
		MSFC_HelmetPatch_DANGER,	*,		100,		65
		MSFC_HelmetPatch_Denmark,	*,		100,		65
		MSFC_HelmetPatch_Estonia,	*,		100,		65
		MSFC_HelmetPatch_Finland,	*,		100,		65
		MSFC_HelmetPatch_France,	*,		100,		65
		MSFC_HelmetPatch_Greece,	*,		100,		65
		MSFC_HelmetPatch_Hungary,	*,		100,		65
		MSFC_HelmetPatch_Irland,	*,		100,		65
		MSFC_HelmetPatch_Island,	*,		100,		65
		MSFC_HelmetPatch_Israel,	*,		100,		65
		MSFC_HelmetPatch_Italy,	*,		100,		65
		MSFC_HelmetPatch_Japan,	*,		100,		65
		MSFC_HelmetPatch_Netherlands,	*,		100,		65
		MSFC_HelmetPatch_Norway,	*,		100,		65
		MSFC_HelmetPatch_Poland,	*,		100,		65
		MSFC_HelmetPatch_Portugal,	*,		100,		65
		MSFC_HelmetPatch_Puerto,	*,		100,		65
		MSFC_HelmetPatch_SA,	*,		100,		65
		MSFC_HelmetPatch_Scotland,	*,		100,		65
		MSFC_HelmetPatch_Sweden,	*,		100,		65
		MSFC_HelmetPatch_Switzerland,	*,		100,		65
		MSFC_HelmetPatch_Thailand,	*,		100,		65
		MSFC_HelmetPatch_Turkey,	*,		100,		65
		MSFC_HelmetPatch_UK,	*,		100,		65
		MSFC_HelmetPatch_UN,	*,		100,		65
		MSFC_HelmetPatch_715,	*,		100,		65
		MSFC_Pantera_6B45,	*,		100,		65
		MSFC_Pantera_ACH,	*,		100,		65
		MSFC_Pantera_TacBeltLarge,	*,		100,		65
		MSFC_Pantera_TacBeltMedium,	*,		100,		65
		MSFC_Pantera_TacBeltSmall,	*,		100,		65
		MSFC_Pantera_TacBeltLite,	*,		100,		65
		MSFC_Pantera_Jacket,	*,		100,		65
		MSFC_Pantera_JacketNoPatch,	*,		100,		65
		MSFC_Pantera_Pants,	*,		100,		65
		MSFC_Pantera_Bag,	*,		100,		65
		MSFC_Pantera_PlateHolster,	*,		100,		65
		MSFC_Pantera_PlatePouches,	*,		100,		65
		MSFC_Pantera_PlateVest,	*,		100,		65
		MSFC_PanteraAutumn_6B45,	*,		100,		65
		MSFC_PanteraAutumn_ACH,	*,		100,		65
		MSFC_PanteraAutumn_TacBeltLarge,	*,		100,		65
		MSFC_PanteraAutumn_TacBeltMedium,	*,		100,		65
		MSFC_PanteraAutumn_TacBeltSmall,	*,		100,		65
		MSFC_PanteraAutumn_TacBeltLite,	*,		100,		65
		MSFC_PanteraAutumn_Jacket,	*,		100,		65
		MSFC_PanteraAutumn_JacketNoPatch,	*,		100,		65
		MSFC_PanteraAutumn_Pants,	*,		100,		65
		MSFC_PanteraAutumn_Bag,	*,		100,		65
		MSFC_PanteraAutumn_PlateHolster,	*,		100,		65
		MSFC_PanteraAutumn_PlatePouches,	*,		100,		65
		MSFC_PanteraAutumn_PlateVest,	*,		100,		65

	<Category> SQUAD MSF-C S.T.A.L.K.E.R.
		MSFCSTALKERPants,	*,		100,		65
		MSFCSTALKERJacket,	*,		100,		65
		MSFCSTALKERHood,	*,		100,		65
		MSFCSTALKERVest,	*,		100,		65
		MSFCSTALKERBag,	*,		100,		65
		MSFCSTALKERRespirator,	*,		100,		65
		MSFCSTALKERDolgPants,	*,		100,		65
		MSFCSTALKERDolgJacket,	*,		100,		65
		MSFCSTALKERDolgHood,	*,		100,		65
		MSFCSTALKERDolgVest,	*,		100,		65
		MSFCSTALKERDolgBag,	*,		100,		65
		MSFCSTALKERDolgRespirator,	*,		100,		65
		MSFCSTALKERDolgHelmet,	*,		100,		65
		MSFCSTALKERSvobodaPants,	*,		100,		65
		MSFCSTALKERSvobodaJacket,	*,		100,		65
		MSFCSTALKERSvobodaHood,	*,		100,		65
		MSFCSTALKERSvobodaVest,	*,		100,		65
		MSFCSTALKERSvobodaBag,	*,		100,		65
		MSFCSTALKERSvobodaRespirator,	*,		100,		65
		MSFCSTALKERMercPants,	*,		100,		65
		MSFCSTALKERMercJacket,	*,		100,		65
		MSFCSTALKERMercHood,	*,		100,		65
		MSFCSTALKERMercVest,	*,		100,		65
		MSFCSTALKERMercBag,	*,		100,		65
		MSFCSTALKERMercRespirator,	*,		100,		65
		MSFCSTALKERMercHelmet,	*,		100,		65
		MSFCSTALKERMonolitPants,	*,		100,		65
		MSFCSTALKERMonolitJacket,	*,		100,		65
		MSFCSTALKERMonolitHood,	*,		100,		65
		MSFCSTALKERMonolitVest,	*,		100,		65
		MSFCSTALKERMonolitBag,	*,		100,		65
		MSFCSTALKERMonolitRespirator,	*,		100,		65
		MSFCSTALKERMonolitHelmet,	*,		100,		65
		MSFCSTALKERClearSkyPants,	*,		100,		65
		MSFCSTALKERClearSkyJacket,	*,		100,		65
		MSFCSTALKERClearSkyHood,	*,		100,		65
		MSFCSTALKERClearSkyVest,	*,		100,		65
		MSFCSTALKERClearSkyBag,	*,		100,		65
		MSFCSTALKERClearSkyRespirator,	*,		100,		65
		MSFCSTALKERClearSkyHelmet,	*,		100,		65
		MSFCSTALKERBanditPants,	*,		100,		65
		MSFCSTALKERBanditJacket,	*,		100,		65
		MSFCSTALKERBanditHood,	*,		100,		65
		MSFCSTALKERBanditVest,	*,		100,		65
		MSFCSTALKERBanditBag,	*,		100,		65
		MSFCSTALKERBanditRespirator,	*,		100,		65
		MSFCSTALKEREcologPants,	*,		100,		65
		MSFCSTALKEREcologJacket,	*,		100,		65
		MSFCSTALKEREcologGloves,	*,		100,		65
		MSFCSTALKEREcologBoots,	*,		100,		65
		MSFCSTALKEREcologHood,	*,		100,		65
		MSFCSTALKERMilitaryJacket,	*,		100,		65
		MSFCSTALKERMilitaryPants,	*,		100,		65
		MSFCSTALKERMilitaryHelmet,	*,		100,		65
		MSFCSTALKERMilitaryVest,	*,		100,		65
		MSFCSTALKERMilitaryBag,	*,		100,		65
		MSFCSTALKERDolgPlateVest,	*,		100,		65
		MSFCSTALKERDolgPlateHolster,	*,		100,		65
		MSFCSTALKERDolgPlatePouches,	*,		100,		65
		MSFCSTALKERBanditJacketNoPatch,	*,		100,		65
		MSFCSTALKERClearSkyJacketNoPatch,	*,		100,		65
		MSFCSTALKERClearSkyPlateVest,	*,		100,		65
		MSFCSTALKERClearSkyPlateHolster,	*,		100,		65
		MSFCSTALKERClearSkyPlatePouches,	*,		100,		65
		MSFCSTALKERDolgJacketNoPatch,	*,		100,		65
		MSFCSTALKERMercJacketNoPatch,	*,		100,		65
		MSFCSTALKERMercPlateVest,	*,		100,		65
		MSFCSTALKERMercPlateHolster,	*,		100,		65
		MSFCSTALKERMercPlatePouches,	*,		100,		65
		MSFCSTALKERMonolitJacketNoPatch,	*,		100,		65
		MSFCSTALKERMonolitPlateVest,	*,		100,		65
		MSFCSTALKERMonolitPlateHolster,	*,		100,		65
		MSFCSTALKERMonolitPlatePouches,	*,		100,		65
		MSFCSTALKERJacketNoPatch,	*,		100,		65
		MSFCSTALKERSvobodaJacketNoPatch,	*,		100,		65
		MSFCSTALKERSvobodaPlateVest,	*,		100,		65
		MSFCSTALKERSvobodaPlateHolster,	*,		100,		65
